pathway	pval	padj	ES	NES	nMoreExtreme	size
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	0.583501006036217	0.807146001006036	-0.130591054313099	-0.893852691230987	289	34
GOBP_REPRODUCTION	0.255533199195171	0.580757920954971	-0.0371860226423653	-1.17791692014359	126	795
GOBP_SINGLE_STRAND_BREAK_REPAIR	0.924335378323108	0.969911236730411	-0.153385082588622	-0.613019293093678	451	11
GOBP_REGULATION_OF_DNA_RECOMBINATION	0.238568588469185	0.564427935862982	-0.0961301285288296	-1.19791415562154	119	109
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	0.416149068322981	0.716686549140819	0.33673360960578	1.02053946431062	200	6
GOBP_MITOTIC_SPINDLE_ELONGATION	0.00811359026369168	0.0891837166429931	0.526442584473673	1.93358033125333	3	9
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	0.00198807157057654	0.0438232615238397	0.435736764129307	2.59196744902058	0	23
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	0.00208768267223382	0.0438232615238397	0.587596834127601	3.18787853660233	0	19
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.441237113402062	0.731291085603169	0.176479122537214	1.01522402521568	213	22
GOBP_TRANSITION_METAL_ION_TRANSPORT	0.336	0.652024660221382	-0.111173926562456	-1.08000108959447	167	68
GOBP_CITRULLINE_METABOLIC_PROCESS	0.12015503875969	0.415426617064683	0.417208439126029	1.3823955321812	61	7
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	0.096579476861167	0.370619032792333	0.299789988568998	1.44280394756527	47	15
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS	0.432170542635659	0.72704617287831	0.306333898826128	1.0150192886318	222	7
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	0.137176938369781	0.438977854814508	0.374282639885222	1.30115397432899	68	8
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING	0.00384615384615385	0.0601048933245074	0.157159304031344	2.40214731981775	1	174
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	0.185110663983903	0.502588732202466	0.268697663290534	1.29316542939832	91	15
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	0.952	0.980348493660579	-0.11966621470729	-0.576913785660167	475	16
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	0.602385685884692	0.819323353464808	0.149125820139966	0.887070597275986	302	23
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.111111111111111	0.397923408845739	0.345669080182355	1.42833763912417	56	11
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.00202429149797571	0.0438232615238397	-0.0951712434587094	-2.78403896666026	0	678
GOBP_RRNA_MODIFICATION	0.00404040404040404	0.0601048933245074	0.333233509024118	2.25080016673496	1	32
GOBP_MAPK_CASCADE	0.184959349593496	0.502588732202466	-0.0471878061015051	-1.22746974749365	90	537
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	0.0550098231827112	0.276391580383963	-0.211698781974451	-1.55821147878336	27	39
GOBP_PROTEIN_POLYUBIQUITINATION	0.00202020202020202	0.0438232615238397	-0.13839951599862	-2.34591373880438	0	215
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	0.0565656565656566	0.279762993059082	0.31144518108751	1.60629976803472	27	17
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	0.151873767258383	0.458626976299351	0.0502848752232989	1.26811626008883	76	490
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	0.55578093306288	0.796917599312809	0.250458349940215	0.919912927877479	273	9
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	0.00192678227360308	0.0438232615238397	-0.295720792712162	-2.20422046842094	0	40
GOBP_ALLANTOIN_METABOLIC_PROCESS	0.95679012345679	0.982082662372518	-0.180168281547097	-0.577602874015781	464	7
GOBP_MITOCHONDRIAL_FISSION	0.728952772073922	0.883908901680651	0.110021182003286	0.799004037667691	354	37
GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS	0.801652892561983	0.914395988214404	0.089321006291361	0.741524428639264	387	49
GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS	0.324152542372881	0.643724194173872	0.207695171240162	1.09024159096082	152	18
GOBP_MITOTIC_CELL_CYCLE	0.00196078431372549	0.0438232615238397	0.0865163659335887	2.66326874542196	0	774
GOBP_M_PHASE	0.965931863727455	0.985914389183571	-0.160608959030767	-0.553304577360675	481	8
GOBP_MITOTIC_CYTOKINESIS	0.565217391304348	0.800936796941272	0.0910227381235917	0.900148705092914	272	73
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	0.0040650406504065	0.0601048933245074	-0.242385185185185	-2.11419234848928	1	54
GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING	0.01171875	0.114764369852477	-0.316788251257083	-1.91894256015532	5	25
GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA	0.422845691382766	0.720726396960266	-0.265561224489796	-1.01609807338354	210	10
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC	0.869215291750503	0.945431364215895	0.137948268070287	0.663905778447284	431	15
GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI	0.194831013916501	0.513631845810878	0.32359693877551	1.26600550260406	97	10
GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES	0.00194174757281553	0.0438232615238397	0.164401667437627	2.36910274429973	0	149
GOBP_RESPONSE_TO_OXYGEN_RADICAL	0.665970772442589	0.849009117438544	0.154157831755296	0.83634971218232	318	19
GOBP_PROTEIN_DENEDDYLATION	0.667992047713718	0.849715569913617	0.209741709183674	0.820570673371915	335	10
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	0.0217821782178218	0.165242179744967	-0.0965922398247913	-1.74903193782493	10	241
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	0.00398406374501992	0.0601048933245074	-0.230047538989978	-2.1718404936652	1	63
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	0.00392927308447937	0.0601048933245074	-0.26842646793009	-2.15085172931846	1	46
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	0.00204081632653061	0.0438232615238397	0.368138109749029	2.432998522674	0	31
GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION	0.939571150097466	0.976223374306007	0.147970979829387	0.611430214923764	481	11
GOBP_MRNA_5_SPLICE_SITE_RECOGNITION	0.362919132149901	0.676974942461668	-0.385544664913539	-1.06273790420218	183	5
GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	0.86105675146771	0.940986967132902	-0.123992659379239	-0.689099760047638	439	21
GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION	0.0561122244488978	0.278453768523594	-0.45944922684521	-1.58282179158872	27	8
GOBP_AUTOPHAGY_OF_MITOCHONDRION	0.106995884773663	0.391207994096975	0.136697330669758	1.40367183297889	51	78
GOBP_MITOPHAGY	0.134122287968442	0.437020469409133	0.191300081019707	1.36374142091535	67	35
GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.0715705765407555	0.317460073521276	0.432488442531484	1.50350028530247	35	8
GOBP_SNORNA_GUIDED_RRNA_PSEUDOURIDINE_SYNTHESIS	0.757575757575758	0.898916791558529	0.279958562435254	0.769326941191855	374	5
GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS	0.020703933747412	0.160220214568041	0.58144724258846	1.76219373578659	9	6
GOBP_MATURATION_OF_5_8S_RRNA	0.122287968441815	0.419113138357029	0.195408122510926	1.39302685723379	61	35
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.00403225806451613	0.0601048933245074	0.309518737462498	2.23518823089594	1	36
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.049800796812749	0.262745205115177	0.321771813686393	1.60785885010341	24	16
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.0570264765784114	0.28172734215886	0.26499733971801	1.60514186691563	27	24
GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	0.0186335403726708	0.150926562597671	0.278148828160802	1.73931799685059	8	27
GOBP_MATURATION_OF_LSU_RRNA	0.0204498977505112	0.158809600688839	0.266110537545598	1.71674232620347	9	29
GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	0.0140845070422535	0.125949637217243	0.392774543424516	1.89031216306148	6	15
GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	0.0890269151138716	0.354705346311029	0.482361066836681	1.46189299407954	42	6
GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY	0.63817097415507	0.835387791541451	0.21516262755102	0.841778885378487	320	10
GOBP_BOX_C_D_SNORNP_ASSEMBLY	0.260437375745527	0.584087456846951	0.336302407141718	1.16911971595327	130	8
GOBP_EMBRYONIC_AXIS_SPECIFICATION	0.44689378757515	0.734617539927151	-0.173003993574197	-0.983467193648088	222	23
GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES	0.00622406639004149	0.0763180882978357	0.455539676016512	1.99327819975876	2	13
GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION	0.748	0.894285553519179	-0.159714468017228	-0.769987407004572	373	16
