pathway	pval	padj	ES	NES	nMoreExtreme	size
DESCARTES_ORGANOGENESIS_NOTOCHORD_CELLS	0.57429718875502	0.635156756756757	0.159206975597017	0.903407197269618	285	22
DESCARTES_ORGANOGENESIS_ENDOTHELIAL_CELLS	0.00199203187250996	0.00437242798353909	-0.167980822110057	-3.11293966643094	0	249
DESCARTES_ORGANOGENESIS_HEPATOCYTES	0.274	0.345037037037037	0.063245662344673	1.17035071578314	136	261
DESCARTES_ORGANOGENESIS_PREMATURE_OLIGODENDROCYTE	0.753968253968254	0.79694053787318	0.147060909026448	0.761721873513719	379	18
DESCARTES_ORGANOGENESIS_CARDIAC_MUSCLE_LINEAGES	0.00204498977505112	0.00437242798353909	0.439750896345053	4.95444077216988	0	96
DESCARTES_ORGANOGENESIS_EXCITATORY_NEURONS	0.0782778864970646	0.112455555249304	-0.456364071092692	-1.51483614326228	39	7
DESCARTES_ORGANOGENESIS_NEURAL_PROGENITOR_CELLS	0.864705882352941	0.895431472081218	-0.12905696505505	-0.688137634480496	440	20
DESCARTES_ORGANOGENESIS_PRIMITIVE_ERYTHROID_LINEAGE	0.00198019801980198	0.00437242798353909	0.1876636503275	4.27168232487296	0	414
DESCARTES_ORGANOGENESIS_WHITE_BLOOD_CELLS	0.00202429149797571	0.00437242798353909	-0.113783555472123	-2.58444467156561	0	378
DESCARTES_ORGANOGENESIS_EPENDYMAL_CELL	0.0770750988142292	0.111512908922715	-0.144656886323553	-1.52594009706264	38	80
DESCARTES_ORGANOGENESIS_EPITHELIAL_CELLS	0.00602409638554217	0.011931220025734	0.217483936093802	2.0638400543165	2	66
DESCARTES_ORGANOGENESIS_MYOCYTES	0.548133595284872	0.611034171792972	0.119896809824867	0.915643046898961	278	44
DESCARTES_ORGANOGENESIS_CHONDROCYTE_PROGENITORS	0.0176817288801572	0.0300589390962672	0.247646257340052	1.87487597312462	8	43
DESCARTES_ORGANOGENESIS_GRANULE_NEURONS	0.763888888888889	0.803264604810997	0.145305963270226	0.752631894550621	384	18
DESCARTES_ORGANOGENESIS_POSTMITOTIC_PREMATURE_NEURONS	0.408284023668639	0.487075677359078	-0.362690254203522	-1.02093136617762	206	5
DESCARTES_ORGANOGENESIS_SENSORY_NEURONS	0.640077821011673	0.690877648076092	0.106509225400092	0.844054235477363	328	46
DESCARTES_ORGANOGENESIS_ISTHMIC_ORGANIZER_CELLS	0.953033268101761	0.967257645237608	-0.174008584863769	-0.577596945698255	486	7
DESCARTES_ORGANOGENESIS_STROMAL_CELLS	0.0159045725646123	0.0274835385055826	-0.10648416908551	-1.74679635506695	7	194
DESCARTES_ORGANOGENESIS_OSTEOBLASTS	0.185185185185185	0.243727598566308	0.268123454820959	1.26049919964378	89	15
DESCARTES_ORGANOGENESIS_DEFINITIVE_ERYTHROID_LINEAGE	0.899795501022495	0.922403428183864	0.0949778390033541	0.639263945669925	439	32
DESCARTES_ORGANOGENESIS_OLIGODENDROCYTE_PROGENITORS	0.270103092783505	0.342242428123199	0.374535118478376	1.17477912365632	130	6
DESCARTES_ORGANOGENESIS_SCHWANN_CELL_PRECURSOR	0.320486815415822	0.393851267137516	-0.137785725305917	-1.08313297672515	157	43
DESCARTES_ORGANOGENESIS_MEGAKARYOCYTES	0.168724279835391	0.226445743989604	0.115222758040236	1.30419925301212	81	97
DESCARTES_ORGANOGENESIS_CHOLINERGIC_NEURONS	0.120582120582121	0.167338453052739	0.222565634907963	1.40186790008054	57	28
DESCARTES_ORGANOGENESIS_NEURAL_TUBE	0.680808080808081	0.73097288676236	0.229615016738403	0.825745190543237	336	8
DESCARTES_ORGANOGENESIS_INTERMEDIATE_MESODERM	0.0583333333333333	0.0894736842105263	0.352861077205228	1.54551279376391	27	13
DESCARTES_ORGANOGENESIS_RADIAL_GLIA	0.536082474226804	0.600883652430044	0.295000531293168	0.925308331669157	259	6
DESCARTES_ORGANOGENESIS_INHIBITORY_INTERNEURONS	0.585858585858586	0.639118457300275	0.304438600685314	0.876872744661457	289	5
DESCARTES_ORGANOGENESIS_MELANOCYTES	0.993814432989691	0.996078431372549	0.0904960846471983	0.47613003640015	481	19
DESCARTES_ORGANOGENESIS_CHONDROCYTES_AND_OSTEOBLASTS	0.00208333333333333	0.00438144329896907	0.51858212754473	2.27136220034702	0	13
DESCARTES_ORGANOGENESIS_CONNECTIVE_TISSUE_PROGENITOR	0.0082135523613963	0.0155144877937486	0.334631654561418	2.00254496519257	3	25
DESCARTES_ORGANOGENESIS_INHIBITORY_NEURONS	0.745562130177515	0.792159763313609	-0.223975769169456	-0.778932352212889	377	8
DESCARTES_ORGANOGENESIS_NUETROPHILS	0.0156862745098039	0.0274835385055826	-0.43546201068325	-1.78581556738583	7	11
DESCARTES_ORGANOGENESIS_LIMB_MESENCHYME	0.919847328244275	0.93824427480916	-0.144700473077128	-0.624410477562788	481	12
TABULA_MURIS_SENIS_AORTA_AORTIC_ENDOTHELIAL_CELL_AGEING	0.00196463654223969	0.00437242798353909	0.163550521079451	3.10599031360281	0	277
TABULA_MURIS_SENIS_AORTA_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING	0.00200803212851406	0.00437242798353909	0.121491702579383	3.43391803508284	0	629
TABULA_MURIS_SENIS_AORTA_PROFESSIONAL_ANTIGEN_PRESENTING_CELL_AGEING	0.00204498977505112	0.00437242798353909	0.23544944346337	2.65268435419927	0	96
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_B_CELL_AGEING	0.00202839756592292	0.00437242798353909	0.132998796918701	2.45928576414728	0	263
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_T_CELL_AGEING	0.00806451612903226	0.0155144877937486	0.193340147506814	1.98477206119023	3	80
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING	0.00201207243460765	0.00437242798353909	0.151177694652086	2.39238646833761	0	195
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	0.00197628458498024	0.00437242798353909	0.103177825074938	3.55861481571532	0	978
TABULA_MURIS_SENIS_BROWN_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	0.401606425702811	0.484779354102802	0.0655322267450291	1.04673210457583	199	197
TABULA_MURIS_SENIS_BLADDER_BLADDER_CELL_AGEING	0.00199600798403194	0.00437242798353909	0.19141948384876	3.70725995983806	0	288
TABULA_MURIS_SENIS_BLADDER_BLADDER_UROTHELIAL_CELL_AGEING	0.00193050193050193	0.00437242798353909	0.323195010241893	4.44426654387548	0	140
TABULA_MURIS_SENIS_BLADDER_ENDOTHELIAL_CELL_AGEING	0.00197628458498024	0.00437242798353909	0.121037542198221	2.69206089326707	0	397
TABULA_MURIS_SENIS_BLADDER_LEUKOCYTE_AGEING	0.284023668639053	0.355465204922496	-0.328032839151921	-1.14081711584774	143	8
TABULA_MURIS_SENIS_BRAIN_MYELOID_MACROPHAGE_AGEING	0.037328094302554	0.0604359622041351	0.228561533308976	1.7146146740461	18	42
TABULA_MURIS_SENIS_BRAIN_MYELOID_MICROGLIAL_CELL_AGEING	0.00196850393700787	0.00437242798353909	0.267440283376619	5.15555438717629	0	283
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ASTROCYTE_AGEING	0.00196078431372549	0.00437242798353909	0.123167591135075	2.81197843174786	0	413
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_BRAIN_PERICYTE_AGEING	0.00202839756592292	0.00437242798353909	0.246739226857668	7.30522008523042	0	708
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_ENDOTHELIAL_CELL_AGEING	0.00199203187250996	0.00437242798353909	0.252303047750362	5.30901619431458	0	346
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_INTERNEURON_AGEING	0.449019607843137	0.529479768786127	0.135183114093483	0.964449855809704	228	36
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_NEURON_AGEING	0.00204918032786885	0.00437242798353909	0.113509172070605	3.53073082365897	0	761
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_AGEING	0.00199600798403194	0.00437242798353909	0.221641030892096	7.77373718149497	0	1038
TABULA_MURIS_SENIS_BRAIN_NON_MYELOID_OLIGODENDROCYTE_PRECURSOR_CELL_AGEING	0.00197628458498024	0.00437242798353909	0.193507392834558	4.25696617122004	0	377
TABULA_MURIS_SENIS_DIAPHRAGM_B_CELL_AGEING	0.996078431372549	0.996078431372549	-0.111826226870475	-0.458595725661529	507	11
TABULA_MURIS_SENIS_DIAPHRAGM_ENDOTHELIAL_CELL_AGEING	0.10515873015873	0.146934116112198	0.278087995461958	1.44039439377368	52	18
TABULA_MURIS_SENIS_DIAPHRAGM_MACROPHAGE_AGEING	0.178714859437751	0.238286479250335	0.252588807717392	1.26524570231155	88	17
TABULA_MURIS_SENIS_DIAPHRAGM_MESENCHYMAL_STEM_CELL_AGEING	0.00200400801603206	0.00437242798353909	0.272459454127184	5.71796113036982	0	342
TABULA_MURIS_SENIS_DIAPHRAGM_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING	0.00204498977505112	0.00437242798353909	0.366577806616739	6.24919725223094	0	225
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_B_CELL_AGEING	0.00201612903225806	0.00437242798353909	0.285122868880809	2.88707679910894	0	76
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_T_CELL_AGEING	0.23125	0.29484375	0.275913465372041	1.20848633712074	110	13
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_ENDOTHELIAL_CELL_AGEING	0.001953125	0.00437242798353909	0.0840865785543063	2.95543398868899	0	1006
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	0.00200803212851406	0.00437242798353909	0.15222416169235	4.30387123117734	0	632
TABULA_MURIS_SENIS_GONADAL_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	0.00202020202020202	0.00437242798353909	0.242156717705945	4.48450348164641	0	264
TABULA_MURIS_SENIS_HEART_T_CELL_AGEING	0.0615079365079365	0.0936389481165601	0.391645408163265	1.5525383868905	30	10
TABULA_MURIS_SENIS_HEART_ATRIAL_MYOCYTE_AGEING	0.012	0.0218384242078219	0.177352308427677	2.09370588172139	5	103
TABULA_MURIS_SENIS_HEART_ENDOCARDIAL_CELL_AGEING	0.0377733598409543	0.0606753181697218	0.20210632229863	1.63043892858998	18	48
TABULA_MURIS_SENIS_HEART_ENDOTHELIAL_CELL_OF_CORONARY_ARTERY_AGEING	0.00202020202020202	0.00437242798353909	0.2766530739079	3.49270463456506	0	118
TABULA_MURIS_SENIS_HEART_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING	0.00199600798403194	0.00437242798353909	0.228410284044845	3.69163453815298	0	201
TABULA_MURIS_SENIS_HEART_MONOCYTE_AGEING	0.00199600798403194	0.00437242798353909	0.318164382016134	3.92177968319118	0	114
TABULA_MURIS_SENIS_HEART_VALVE_CELL_AGEING	0.0081799591002045	0.0155144877937486	0.188752603765061	2.26714623162337	3	111
TABULA_MURIS_SENIS_HEART_VENTRICULAR_MYOCYTE_AGEING	0.00201612903225806	0.00437242798353909	0.264069115121964	3.03009466216878	0	98
TABULA_MURIS_SENIS_HEART_AND_AORTA_CARDIOMYOCYTE_AGEING	0.00203252032520325	0.00437242798353909	0.333558850787766	3.9141160586997	0	104
TABULA_MURIS_SENIS_HEART_AND_AORTA_ENDOCARDIAL_CELL_AGEING	0.00203252032520325	0.00437242798353909	0.498350873895884	3.43743539530434	0	34
